0,2,0,0,400,220,40,6.218,1
1,2,386,226,220,490,40,0.735,1
2,2,162,496,310,310,40,0.458,1
3,2,316,308,400,490,40,0.417,1
4,2,376,501,220,220,40,0.536,0
5,2,248,315,310,220,40,0.545,0
6,2,275,265,490,400,40,0.55,1
7,2,478,383,220,490,40,0.489,1
8,2,220,510,400,490,40,0.587,1
9,2,384,517,310,490,40,0.499,1
10,2,310,494,310,310,40,0.489,1
11,2,313,334,400,310,40,0.418,1
12,2,405,316,490,490,40,0.53,1
13,2,525,517,400,490,40,0.357,1
14,2,375,521,490,400,40,0.435,1
15,2,522,407,490,220,40,0.535,1
16,2,514,224,310,490,40,0.571,1
17,2,300,459,310,490,40,0.951,1
18,2,339,511,400,490,40,0.39,1
19,2,385,510,220,400,40,0.443,1
20,2,197,423,490,310,40,0.636,1
21,2,513,326,490,490,40,0.452,1
22,2,517,513,220,310,40,0.514,1
23,2,223,321,400,220,40,0.434,0
24,2,403,265,220,490,40,0.567,0
25,2,272,455,220,310,40,0.714,1
26,2,234,298,310,400,40,0.549,1
27,2,308,385,400,400,40,0.38,1
28,2,395,397,400,400,40,0.566,1
29,2,394,409,310,400,40,0.439,1
30,2,340,408,400,400,40,0.45,1
31,2,388,404,310,400,40,0.503,1
32,2,343,404,310,220,40,0.494,1
33,2,300,227,310,310,40,0.518,1
34,2,287,322,220,490,40,0.583,1
35,2,206,509,400,220,40,0.469,1
36,2,396,245,310,490,40,0.621,1
37,2,318,495,490,220,40,0.505,1
38,2,467,254,490,400,40,0.909,1
39,2,464,420,490,220,40,0.535,1
40,2,477,217,490,220,40,0.837,1
41,2,486,209,310,310,40,0.534,1
42,2,344,295,490,490,40,0.531,1
43,2,473,492,220,310,40,0.651,1
44,2,209,331,310,310,40,0.46,1
45,2,304,318,490,220,40,0.485,1
46,2,508,227,310,400,40,0.549,1
47,2,281,430,490,310,40,0.551,1
48,2,462,331,220,310,40,0.516,1
49,2,152,335,310,220,40,0.565,1
50,2,319,222,220,490,40,0.484,1
51,2,226,497,220,490,40,0.796,1
52,2,244,520,220,310,40,0.441,1
53,2,228,317,220,220,40,0.4,1
54,2,226,248,490,310,40,0.819,1
55,2,469,319,220,310,40,0.506,0
56,2,271,309,220,220,40,0.574,1
57,2,218,230,220,490,40,0.637,1
58,2,204,498,310,310,40,0.502,1
59,2,326,295,220,490,40,0.758,1
60,2,196,541,490,490,40,0.49,1
61,2,546,502,490,490,40,0.677,1
62,2,548,474,490,220,40,0.654,1
63,2,523,253,490,220,40,1.22,1
64,2,533,225,400,310,40,0.474,1
65,2,415,340,220,400,40,0.66,1
66,2,259,413,490,220,40,0.601,1
67,2,523,215,220,490,40,0.615,1
68,2,258,509,490,490,40,0.452,1
69,2,487,535,310,490,40,0.522,1
70,2,314,517,400,400,40,0.4,1
71,2,417,402,400,490,40,0.487,1
72,2,410,507,490,490,40,0.385,1
73,2,491,498,400,490,40,0.477,1
74,2,422,523,310,220,40,0.699,1
75,2,309,229,310,490,40,0.607,1
76,2,303,486,220,400,40,0.421,1
77,2,240,402,490,400,40,0.601,1
78,2,641,414,220,400,40,0.599,0
79,2,276,395,490,310,40,0.655,1
80,2,496,309,400,220,40,0.519,1
81,2,422,224,310,400,40,0.947,1
82,2,321,435,400,400,40,0.423,1
83,2,403,434,400,400,40,0.699,1
84,2,435,410,490,310,40,0.469,1
85,2,531,315,490,490,40,0.551,1
86,2,504,504,400,310,40,0.469,1
87,2,397,333,490,490,40,0.517,1
88,2,504,491,220,400,40,0.499,1
89,2,233,407,400,400,40,0.448,1
90,2,399,400,400,220,40,0.483,1
91,2,408,235,400,310,40,0.434,1
92,2,397,341,400,220,40,0.518,1
93,2,389,238,220,310,40,0.651,1
94,2,231,353,310,400,40,0.55,1
95,2,307,400,310,490,40,0.49,1
96,2,327,480,400,310,40,0.468,1
97,2,430,314,310,490,40,0.655,1
98,2,333,478,310,310,40,0.411,1
99,2,332,303,490,220,40,0.451,1
100,2,501,230,400,220,40,0.455,1
101,2,415,249,310,400,40,0.528,1
102,2,328,391,220,400,40,0.345,1
103,2,238,404,220,220,40,0.474,1
104,2,254,191,490,220,40,0.483,1
105,2,518,211,310,400,40,0.486,1
106,2,300,401,310,310,40,0.405,1
107,2,329,302,490,310,40,0.45,1
108,2,478,302,310,220,40,0.47,1
109,2,350,229,490,220,40,0.44,1
110,2,515,211,310,310,40,0.506,0
111,2,333,361,490,310,40,0.615,1
112,2,492,334,400,310,40,0.666,1
113,2,381,323,310,490,40,0.499,1
114,2,289,490,310,400,40,0.4,1
115,2,320,385,400,490,40,0.417,1
116,2,386,488,490,310,40,0.453,1
117,2,477,307,400,310,40,0.404,1
118,2,398,309,220,220,40,0.449,1
119,2,183,221,310,310,40,0.521,1
120,2,303,316,220,310,40,0.563,1
121,2,214,320,220,400,40,0.41,1
122,2,229,387,490,220,40,0.432,1
123,2,502,194,400,220,40,0.389,1
124,2,396,197,400,400,40,0.589,1
125,2,396,376,310,400,40,0.381,1
126,2,337,397,490,490,40,0.535,1
127,2,512,483,310,310,40,0.588,1
128,2,338,309,220,400,40,0.447,1
129,2,216,440,400,490,40,0.47,0
130,2,353,499,220,400,40,0.633,0
131,2,273,416,400,490,40,0.702,1
132,2,415,504,400,400,40,0.483,1
133,2,406,379,310,490,40,0.455,1
134,2,321,500,400,220,40,0.467,1
135,2,393,210,310,220,40,0.466,1
136,2,308,233,490,400,40,0.451,1
137,2,506,423,490,310,40,0.433,1
138,2,492,311,220,310,40,0.63,1
