0,1,0,0,490,310,40,4.062,1
1,1,492,310,400,220,40,0.282,1
2,1,403,216,400,220,40,0.69,0
3,1,317,364,310,400,40,0.561,0
4,1,476,224,490,220,40,0.518,0
5,1,416,278,400,310,40,0.532,0
6,1,318,312,310,310,40,0.583,0
7,1,453,237,490,220,40,0.734,1
8,1,483,241,400,220,40,0.367,1
9,1,412,226,310,220,40,0.353,1
10,1,311,230,400,220,40,0.446,1
11,1,418,225,490,310,40,0.367,1
12,1,493,316,400,490,40,0.399,1
13,1,400,508,400,400,40,0.351,1
14,1,404,408,490,400,40,0.369,1
15,1,496,399,310,400,40,0.397,1
16,1,314,416,400,490,40,0.354,1
17,1,402,487,490,490,40,0.333,1
18,1,502,483,400,400,40,0.332,1
19,1,399,406,310,400,40,0.415,1
20,1,296,415,490,220,40,0.421,1
21,1,485,237,310,490,40,0.629,1
22,1,311,495,310,400,40,0.466,1
23,1,313,397,310,490,40,0.827,0
24,1,394,422,400,400,40,0.667,1
25,1,384,371,310,220,40,0.365,1
26,1,326,229,400,400,40,0.466,1
27,1,396,398,310,490,40,0.4,1
28,1,293,498,490,220,40,0.551,1
29,1,496,193,400,310,40,0.416,1
30,1,407,324,310,310,40,0.386,1
31,1,317,315,490,310,40,0.399,1
32,1,505,315,400,490,40,0.436,1
33,1,396,496,220,310,40,0.433,1
34,1,238,304,490,400,40,0.432,1
35,1,481,391,310,220,40,0.451,1
36,1,325,237,310,490,40,0.517,1
37,1,305,498,220,310,40,0.467,1
38,1,222,296,220,490,40,0.433,1
39,1,228,463,220,310,40,0.564,1
40,1,229,320,400,220,40,0.485,1
41,1,382,226,310,310,40,0.381,1
42,1,302,328,220,490,40,0.469,1
43,1,208,518,220,490,40,0.581,0
44,1,397,485,400,490,40,1.171,1
45,1,421,500,220,490,40,0.43,1
46,1,242,490,490,310,40,0.518,1
47,1,501,302,220,220,40,0.931,1
48,1,260,252,220,400,40,0.416,1
49,1,231,399,490,220,40,0.418,1
50,1,494,236,490,220,40,0.783,0
51,1,394,499,400,490,40,0.666,1
52,1,423,445,490,400,40,0.399,1
53,1,495,393,490,220,40,0.419,1
54,1,486,211,220,490,40,0.465,1
55,1,242,473,490,310,40,0.449,1
56,1,493,327,310,490,40,0.417,1
57,1,333,486,400,220,40,0.45,1
58,1,403,227,490,400,40,0.417,1
59,1,486,413,220,400,40,0.449,1
60,1,231,408,490,220,40,0.417,1
61,1,475,207,400,490,40,0.417,1
62,1,404,502,310,490,40,0.401,1
63,1,322,494,490,400,40,0.383,1
64,1,487,410,400,400,40,0.366,1
65,1,404,399,310,310,40,0.384,1
66,1,302,291,220,310,40,0.417,1
67,1,207,305,310,400,40,0.366,1
68,1,316,405,220,400,40,0.399,1
69,1,216,416,400,310,40,0.368,1
70,1,426,298,400,220,40,0.399,1
71,1,388,226,220,400,40,0.417,1
72,1,199,432,400,490,40,0.416,1
73,1,388,478,400,400,40,0.366,1
74,1,401,406,310,220,40,0.418,1
75,1,299,226,400,310,40,0.382,1
76,1,396,296,400,400,40,0.399,1
77,1,402,436,220,220,40,0.468,1
78,1,210,224,400,490,40,0.483,1
79,1,394,477,490,490,40,0.434,1
80,1,509,480,310,490,40,0.416,1
81,1,325,485,310,220,40,0.434,1
82,1,306,192,220,310,40,0.416,1
83,1,227,289,490,400,40,0.401,1
84,1,494,402,310,490,40,0.415,1
85,1,310,477,220,220,40,0.416,1
86,1,225,190,310,400,40,0.45,1
87,1,326,409,490,310,40,0.365,1
88,1,496,309,220,310,40,0.434,1
89,1,220,310,220,490,40,0.4,1
90,1,223,484,310,310,40,0.415,1
91,1,321,321,490,400,40,0.419,1
92,1,522,404,490,220,40,0.416,1
93,1,473,222,490,310,40,0.662,1
94,1,482,322,400,310,40,0.333,1
95,1,405,321,220,310,40,0.465,1
96,1,204,314,220,310,40,0.596,0
97,1,400,383,400,400,40,0.654,1
98,1,394,392,220,490,40,0.481,1
99,1,217,478,490,310,40,0.432,1
100,1,504,300,400,310,40,0.586,1
101,1,403,323,400,310,40,0.881,1
102,1,415,328,490,400,40,0.499,1
103,1,489,382,490,490,40,0.403,1
104,1,502,489,400,310,40,0.38,1
105,1,402,303,490,490,40,0.701,1
106,1,491,480,220,310,40,0.485,1
107,1,219,311,220,220,40,0.348,1
108,1,228,233,220,400,40,0.483,1
109,1,218,399,220,220,40,0.617,1
110,1,243,226,220,490,40,0.602,1
111,1,233,480,310,310,40,0.338,1
112,1,328,336,310,400,40,0.366,1
113,1,321,415,400,310,40,0.399,1
114,1,396,320,220,400,40,0.434,1
115,1,224,389,400,490,40,0.367,1
116,1,398,490,220,220,40,0.482,1
117,1,196,215,400,220,40,0.417,1
118,1,386,236,490,220,40,0.4,1
119,1,491,238,220,490,40,0.55,1
120,1,229,482,310,400,40,0.549,1
121,1,317,404,490,400,40,0.532,1
122,1,501,402,220,400,40,0.449,1
123,1,235,403,400,490,40,0.4,1
124,1,409,491,220,220,40,0.55,1
125,1,227,224,310,490,40,0.434,1
126,1,310,479,490,310,40,0.481,1
127,1,479,306,490,490,40,0.467,1
128,1,478,480,400,400,40,0.43,1
129,1,398,413,310,220,40,0.451,1
130,1,298,216,220,220,40,0.402,1
131,1,220,218,490,400,40,0.399,1
132,1,487,395,490,490,40,0.38,1
133,1,484,508,310,400,40,0.417,1
134,1,301,394,220,400,40,0.385,1
135,1,222,399,490,310,40,0.481,1
136,1,504,318,220,220,40,0.474,1
137,1,209,228,220,310,40,0.347,1
138,1,211,334,310,490,40,0.466,1
139,1,321,503,310,400,40,0.333,1
140,1,320,419,400,400,40,0.467,1
141,1,403,391,220,220,40,0.4,1
142,1,214,232,490,400,40,0.515,1
143,1,513,410,310,310,40,0.434,1
144,1,309,315,490,310,40,0.365,1
145,1,478,315,400,490,40,0.433,1
146,1,415,465,490,400,40,0.384,1
147,1,473,414,310,400,40,0.364,1
148,1,309,383,220,220,40,0.433,1
149,1,206,234,220,490,40,0.484,1
150,1,221,500,310,310,40,0.399,1
151,1,315,327,400,310,40,0.383,1
152,1,400,316,490,310,40,0.433,1
153,1,513,315,310,490,40,0.45,1
154,1,322,474,490,310,40,0.599,1
155,1,466,331,310,400,40,0.418,1
156,1,300,408,310,490,40,0.399,1
